year,make,model,trim,body,transmission,state,condition,odometer,mmr,sellingprice
2011,Chevrolet,Suburban,LTZ 1500,SUV,automatic,ca,43.0,33395.0,36800.0,35000.0
2002,Hyundai,Santa Fe,LX,SUV,,ab,2.0,202528.0,1075.0,2200.0
2007,Acura,TL,Base,Sedan,automatic,sc,42.0,110407.0,8200.0,8900.0
2006,Acura,TL,Base,Sedan,,pa,39.0,79292.0,8825.0,9200.0
2009,Ford,Explorer,XLT,SUV,automatic,mo,2.0,110785.0,8050.0,2100.0
2014,Chevrolet,Camaro,LT,Convertible,automatic,fl,44.0,7663.0,24800.0,25700.0
2008,Chrysler,Aspen,Limited,suv,automatic,oh,31.0,129550.0,7575.0,9000.0
2012,Toyota,Prius c,Two,hatchback,automatic,fl,44.0,24242.0,11700.0,12100.0
2011,Honda,Accord,EX-L,Sedan,automatic,ca,35.0,32927.0,14350.0,12600.0
2011,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,tx,23.0,103562.0,19450.0,20400.0
2006,Honda,Odyssey,EX-L,Minivan,automatic,ca,28.0,155417.0,5050.0,5750.0
2007,Pontiac,G6,Base,Sedan,automatic,ca,32.0,148472.0,2800.0,2200.0
2010,Ford,Ranger,SPORT,SuperCab,manual,mi,32.0,100264.0,11650.0,9700.0
2012,Infiniti,G Sedan,G25,G Sedan,automatic,ca,35.0,35614.0,18300.0,17500.0
2013,Hyundai,Elantra,GLS,Sedan,automatic,ca,39.0,44951.0,10900.0,11300.0
2005,Toyota,4Runner,SR5,SUV,automatic,pa,,176181.0,7150.0,6300.0
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,nj,49.0,7402.0,23700.0,23750.0
2012,Jeep,Wrangler,Sport,suv,,pa,48.0,40308.0,20100.0,25000.0
2013,Ford,Fiesta,SE,Hatchback,automatic,tx,39.0,48569.0,8575.0,9000.0
2013,Nissan,Murano,SL,SUV,automatic,tn,5.0,12764.0,22300.0,25600.0
2012,Chevrolet,Volt,Base,hatchback,automatic,ca,38.0,59907.0,11550.0,12000.0
2014,Nissan,Altima,2.5 S,Sedan,automatic,tn,45.0,21667.0,15650.0,15800.0
2013,Honda,Civic,LX,Sedan,automatic,nj,43.0,8520.0,14150.0,14000.0
2014,Subaru,Outback,2.5i Premium PZEV,Wagon,automatic,or,1.0,25832.0,21400.0,16500.0
2013,Toyota,Corolla,S,Sedan,automatic,pr,2.0,30791.0,13500.0,17500.0
2012,Ford,Focus,SE,Hatchback,automatic,va,34.0,34207.0,10200.0,9600.0
2012,Nissan,Altima,2.5 S,sedan,,pa,47.0,31009.0,11800.0,12600.0
2013,Dodge,Grand Caravan,SXT,Minivan,automatic,ca,39.0,67019.0,11000.0,11000.0
2012,BMW,3 Series,328i,wagon,automatic,ca,48.0,26841.0,25900.0,28500.0
2012,Dodge,Avenger,SXT,Sedan,automatic,nv,2.0,59225.0,8800.0,8100.0
2014,Chevrolet,Cruze,2LT,Sedan,automatic,ca,36.0,35172.0,12900.0,13300.0
2007,MINI,Cooper,Base,Hatchback,automatic,ca,41.0,63458.0,6300.0,7000.0
2012,Chevrolet,Malibu,LS Fleet,sedan,automatic,or,41.0,40682.0,10900.0,11600.0
2000,Ford,F-150,XLT,Extended Cab,,tx,19.0,197829.0,2200.0,1800.0
2007,Audi,A4,2.0T quattro,Convertible,automatic,ca,39.0,107240.0,6650.0,6600.0
2013,Infiniti,FX,FX37,SUV,automatic,tn,28.0,46345.0,26600.0,25200.0
2010,Chevrolet,Equinox,LTZ,SUV,,pa,36.0,95595.0,11700.0,12000.0
2012,Chevrolet,Volt,Base,Hatchback,automatic,in,41.0,82413.0,10100.0,9000.0
2013,Infiniti,G Sedan,G37x,G Sedan,,pa,43.0,19688.0,21600.0,21800.0
2013,Hyundai,Elantra,GLS,sedan,automatic,oh,34.0,23774.0,11200.0,10900.0
2013,Ford,Mustang,GT Premium,Coupe,automatic,fl,37.0,37897.0,22700.0,23400.0
1999,BMW,3 Series,328i,convertible,automatic,ga,19.0,149105.0,1075.0,2100.0
2014,Mitsubishi,Mirage,ES,Hatchback,automatic,pr,28.0,12455.0,9350.0,8800.0
2012,Ford,F-150,STX,supercab,automatic,oh,48.0,21809.0,20400.0,17300.0
2001,Acura,MDX,Base,SUV,automatic,ga,27.0,194654.0,2750.0,3100.0
2007,Volkswagen,Jetta,Wolfsburg Edition,Sedan,automatic,fl,21.0,108865.0,4075.0,2300.0
2012,Nissan,Rogue,SV,SUV,automatic,tx,27.0,37762.0,14100.0,14100.0
2012,Mercedes-Benz,C-Class,C63 AMG,sedan,,pa,43.0,20828.0,43400.0,46700.0
2006,Ford,Econoline Cargo,E-250,Van,automatic,pr,3.0,238596.0,1100.0,2700.0
2012,Dodge,Charger,SE,Sedan,automatic,mn,36.0,34560.0,15500.0,16000.0
2013,Toyota,Camry,SE,Sedan,automatic,ga,44.0,25020.0,15650.0,15800.0
2014,Chrysler,Town and Country,Touring,Minivan,automatic,ca,2.0,27457.0,18550.0,18800.0
2013,Dodge,Avenger,SXT,sedan,,pa,32.0,53658.0,9400.0,8900.0
2008,Lexus,IS 350,Base,Sedan,automatic,sc,42.0,76987.0,14550.0,15100.0
2013,BMW,X5,xDrive35i,SUV,automatic,co,42.0,40561.0,34900.0,34800.0
2009,MINI,Cooper,S,Hatchback,manual,ca,26.0,109800.0,6850.0,5700.0
2014,Volkswagen,Passat,TDI SEL Premium,Sedan,automatic,ca,48.0,13721.0,22300.0,19000.0
2013,Lexus,ES 350,Base,sedan,automatic,ga,38.0,25609.0,26700.0,28100.0
1999,Cadillac,Catera,Base,Sedan,automatic,ca,39.0,62994.0,675.0,1900.0
2015,Ford,Taurus,Limited,sedan,automatic,ga,49.0,23979.0,21500.0,22600.0
2005,Chevrolet,Equinox,LT,SUV,automatic,nj,21.0,101356.0,4350.0,3800.0
2013,Chrysler,300,Base,Sedan,automatic,pa,46.0,41134.0,17450.0,17300.0
2014,Dodge,Grand Caravan,R/T,minivan,automatic,il,4.0,16943.0,19400.0,20100.0
2009,Ford,Flex,Limited,Wagon,,qc,26.0,127513.0,8025.0,10700.0
2006,Mercury,Milan,Premier,Sedan,automatic,ny,29.0,118566.0,3775.0,4300.0
2012,Infiniti,G Sedan,G25,G Sedan,automatic,fl,34.0,21446.0,19400.0,17800.0
2012,Honda,Odyssey,EX-L,Minivan,,pa,29.0,32426.0,22500.0,21900.0
2006,Mercedes-Benz,CLS-Class,CLS500,Sedan,automatic,ga,4.0,38615.0,18050.0,22000.0
2008,Honda,Ridgeline,RTS,crew cab,automatic,tn,34.0,121670.0,10050.0,11000.0
2013,Dodge,Avenger,SE,Sedan,automatic,il,25.0,54522.0,9350.0,9500.0
2004,Mercury,Mountaineer,Premier,suv,automatic,ga,29.0,59179.0,5625.0,5600.0
2013,Chevrolet,Silverado 1500,LS,Crew Cab,automatic,tn,41.0,34422.0,21800.0,21800.0
2011,Kia,Optima,LX,Sedan,automatic,wa,44.0,96665.0,8650.0,9500.0
2014,Chevrolet,Impala Limited,LT Fleet,Sedan,automatic,mi,4.0,19686.0,13100.0,13800.0
2013,Buick,Verano,Leather Group,Sedan,automatic,fl,23.0,23833.0,14000.0,12600.0
2008,ford,e350,club wagon xlt,,,ca,4.0,109789.0,8600.0,8000.0
2005,Chevrolet,TrailBlazer,LT,suv,automatic,oh,22.0,153983.0,2550.0,1500.0
2010,Honda,Civic,Hybrid,Sedan,automatic,nj,4.0,126661.0,6450.0,6300.0
2007,Ford,Taurus,SE Fleet,sedan,automatic,fl,2.0,78768.0,2725.0,1000.0
2011,BMW,3 Series,328i,Sedan,automatic,fl,36.0,37424.0,18100.0,19200.0
2013,Lexus,RX 450h,Base,suv,automatic,ca,31.0,47721.0,32300.0,33100.0
2009,Chevrolet,Impala,LS,Sedan,automatic,tx,37.0,63947.0,7200.0,8600.0
2014,Toyota,Camry,LE,sedan,automatic,mn,36.0,40960.0,14500.0,14300.0
2003,Chevrolet,Silverado 1500,Base,regular cab,automatic,wi,2.0,217356.0,2950.0,2500.0
2014,Subaru,Legacy,2.5i Premium PZEV,Sedan,automatic,oh,47.0,82253.0,17200.0,13600.0
2012,Scion,tC,Base,Hatchback,automatic,ca,2.0,46572.0,11850.0,9000.0
2009,Honda,Accord,LX-P,Sedan,automatic,ga,19.0,81731.0,9050.0,7400.0
2005,Toyota,4Runner,SR5,suv,automatic,ga,25.0,162534.0,6725.0,5600.0
2013,Hyundai,Elantra,GLS,Sedan,automatic,fl,43.0,37899.0,11200.0,11600.0
2013,Ford,Escape,SE,SUV,automatic,mo,39.0,25546.0,16000.0,16900.0
2007,Ford,Explorer,XLT,suv,automatic,ca,27.0,103623.0,5900.0,6200.0
2014,Dodge,Grand Caravan,SXT,minivan,automatic,tn,39.0,32879.0,16550.0,17200.0
2012,Infiniti,G Sedan,G37x,g sedan,automatic,nj,4.0,37063.0,18650.0,18600.0
2014,Ford,Escape,Titanium,SUV,automatic,tx,42.0,27067.0,21300.0,20100.0
2011,Audi,A4,2.0T Premium quattro,Sedan,automatic,ga,41.0,53937.0,18550.0,18800.0
2010,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,pa,37.0,44077.0,27900.0,29000.0
2013,Dodge,Avenger,SXT,Sedan,automatic,il,4.0,39479.0,10850.0,10900.0
2013,Ford,Focus,SE,Hatchback,automatic,ny,45.0,28136.0,11600.0,11600.0
2006,Mercedes-Benz,CLK-Class,CLK500,coupe,automatic,fl,26.0,86429.0,8575.0,8500.0
2005,Ford,Freestyle,SE,Wagon,automatic,ma,25.0,176285.0,1350.0,2200.0
2006,Chevrolet,Uplander,LS,minivan,automatic,nj,25.0,30568.0,4125.0,4600.0
2009,BMW,5 Series,528i,Sedan,automatic,fl,37.0,58945.0,15200.0,16600.0
2011,BMW,3 Series,328i,Sedan,automatic,ca,41.0,11667.0,23000.0,22100.0
2014,Ford,Fusion,SE,sedan,automatic,pa,5.0,3700.0,14950.0,14300.0
2013,Nissan,Altima,2.5,Sedan,,pa,4.0,23503.0,14300.0,13000.0
2013,Toyota,Sienna,Limited 7-Passenger,Minivan,,pa,45.0,20311.0,29400.0,31400.0
2010,Volkswagen,Jetta,TDI,Sedan,manual,ca,29.0,115538.0,7900.0,7500.0
2012,Chevrolet,Malibu,LT,Sedan,automatic,fl,23.0,58486.0,10150.0,8800.0
2013,Subaru,Impreza,2.0i Limited PZEV,Sedan,automatic,nv,44.0,4982.0,20100.0,21000.0
2013,Mazda,CX-5,Touring,SUV,,pa,44.0,7713.0,19750.0,20000.0
2003,Toyota,Camry,SE V6,sedan,,on,21.0,85980.0,3200.0,4300.0
2014,Infiniti,QX60,Base,SUV,automatic,tx,49.0,6949.0,37600.0,41200.0
2012,Acura,TL,Technology Package,sedan,,pa,3.0,23375.0,21300.0,19200.0
2007,Kia,Spectra,LX,Sedan,manual,pa,26.0,110650.0,2800.0,2750.0
2014,Kia,Forte,LX,Sedan,automatic,tx,37.0,40666.0,11250.0,11200.0
2014,Ford,Fusion,SE,Sedan,automatic,mo,42.0,38169.0,15300.0,15000.0
2002,Pontiac,Bonneville,SE,Sedan,automatic,az,,168223.0,1500.0,1800.0
2010,Lexus,HS 250h,Base,Sedan,automatic,ga,47.0,60123.0,15550.0,17400.0
2007,Kia,Sorento,LX,SUV,automatic,nj,31.0,84210.0,5575.0,6000.0
1999,Toyota,Camry,CE,Sedan,automatic,ga,19.0,142836.0,1650.0,3200.0
2012,Lexus,RX 350,Base,SUV,automatic,tx,33.0,16051.0,32400.0,32000.0
2014,Ford,E-Series Van,E-250,e-series van,,pa,35.0,7718.0,20200.0,20500.0
2009,Volkswagen,Eos,Komfort,Convertible,,pa,33.0,97781.0,6525.0,7000.0
2010,Chevrolet,Silverado 1500,Work Truck,Extended Cab,automatic,tx,25.0,58234.0,11000.0,11500.0
2003,Ford,Explorer,XLT,SUV,automatic,ca,,297887.0,450.0,1900.0
2004,Ford,F-150,Lariat,SuperCab,automatic,fl,26.0,108449.0,7025.0,8200.0
2011,Nissan,Sentra,2.0 SL,Sedan,automatic,ga,33.0,64748.0,7775.0,7500.0
2014,Nissan,Pathfinder,Platinum,SUV,,ca,46.0,4502.0,32600.0,33750.0
2011,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,ca,41.0,34546.0,23600.0,24750.0
2008,Infiniti,EX35,Base,SUV,automatic,fl,,68096.0,12850.0,14500.0
2013,Ford,Explorer,XLT,SUV,automatic,co,47.0,31765.0,27600.0,29500.0
2008,Chevrolet,Equinox,LS,SUV,automatic,ga,19.0,116592.0,5075.0,3500.0
2013,Ford,F-150,XLT,supercrew,,ab,48.0,68018.0,26200.0,24000.0
2010,Dodge,Avenger,SXT,sedan,automatic,or,38.0,75427.0,6100.0,7600.0
2014,Kia,Forte,LX,sedan,automatic,wi,47.0,17719.0,11450.0,11900.0
2006,Ford,Expedition,Eddie Bauer,SUV,automatic,ca,19.0,111205.0,7775.0,7500.0
2009,Mercedes-Benz,E-Class,E350 4MATIC,Sedan,automatic,nj,39.0,73087.0,15200.0,15600.0
2013,Nissan,Xterra,S,suv,automatic,tx,38.0,54534.0,15950.0,16500.0
2012,Honda,Accord,LX,Sedan,automatic,pa,35.0,28937.0,12650.0,13100.0
2013,Ford,Fusion,S,Sedan,automatic,va,41.0,70612.0,10850.0,10600.0
2014,Ford,Fusion,Titanium,Sedan,automatic,il,49.0,15196.0,22300.0,23200.0
2011,Nissan,Altima,2.5,Sedan,automatic,ny,45.0,62611.0,10450.0,10400.0
2012,Ford,F-150,XLT,SuperCrew,automatic,ca,39.0,27465.0,26300.0,28800.0
2012,GMC,Acadia,SLT-1,SUV,automatic,oh,41.0,37828.0,24100.0,24300.0
2014,Chevrolet,Impala Limited,LT Fleet,Sedan,automatic,il,4.0,7598.0,13950.0,13800.0
2012,Dodge,Grand Caravan,SXT,Minivan,automatic,nv,36.0,40667.0,12350.0,14300.0
2011,Chevrolet,Silverado 1500,LTZ,Crew Cab,automatic,fl,41.0,26611.0,30100.0,29500.0
2009,Chevrolet,Impala,LS,Sedan,automatic,tx,31.0,93147.0,6125.0,6000.0
2000,Lincoln,Continental,Base,Sedan,automatic,nc,19.0,189590.0,375.0,700.0
2013,Mitsubishi,Outlander,SE,SUV,automatic,az,35.0,38942.0,14850.0,14600.0
2003,Nissan,Pathfinder,LE,SUV,automatic,ma,29.0,152292.0,2725.0,3000.0
2006,Chevrolet,Avalanche,1500 LS,crew cab,automatic,oh,29.0,69052.0,14400.0,15000.0
2008,Chevrolet,TrailBlazer,LT,suv,automatic,nc,24.0,181865.0,2475.0,2100.0
2007,Mercury,Milan,Premier,Sedan,automatic,tx,19.0,136950.0,3425.0,2600.0
2002,GMC,Yukon XL,1500 SLE,SUV,automatic,fl,19.0,236684.0,1750.0,1300.0
2013,Volvo,S60,T5,Sedan,automatic,mn,46.0,38727.0,16250.0,17000.0
2014,Ford,Flex,SEL,Wagon,automatic,il,47.0,47014.0,22500.0,22800.0
2013,Chrysler,200,Touring,Sedan,automatic,tx,26.0,53297.0,10100.0,10500.0
2010,Chevrolet,HHR,LS,wagon,automatic,fl,26.0,80446.0,5600.0,5600.0
2012,Acura,TSX,Base,Sedan,automatic,pa,32.0,46078.0,15500.0,15300.0
2013,Chevrolet,Impala,LT Fleet,Sedan,automatic,ca,37.0,51315.0,10050.0,9700.0
2007,Chevrolet,Impala,LT,Sedan,automatic,oh,25.0,96154.0,5200.0,5100.0
2009,Chevrolet,Aveo,LS,Sedan,automatic,ca,24.0,87572.0,3625.0,2500.0
2007,Honda,Odyssey,EX-L,Minivan,automatic,fl,24.0,160671.0,5750.0,4850.0
2012,Toyota,Corolla,LE,Sedan,automatic,mn,41.0,20073.0,11750.0,12300.0
2007,Dodge,Durango,Limited,SUV,automatic,fl,36.0,66474.0,10500.0,10900.0
2011,Buick,Regal,CXL,Sedan,automatic,il,19.0,63275.0,11100.0,10400.0
2013,Toyota,Camry,LE,Sedan,automatic,tx,33.0,37838.0,13700.0,13300.0
2012,Nissan,Altima,2.5 S,Sedan,,fl,33.0,9509.0,13650.0,12400.0
2014,Dodge,Charger,R/T,Sedan,automatic,in,19.0,21319.0,22600.0,17300.0
2013,Chevrolet,Traverse,LS,SUV,automatic,pa,49.0,54879.0,15900.0,16300.0
2014,MINI,Cooper Countryman,S ALL4,Wagon,automatic,oh,44.0,9009.0,26200.0,26500.0
2012,Kia,Optima,Hybrid,Sedan,,pa,48.0,29795.0,13850.0,13900.0
2011,Ford,F-150,XLT,SuperCab,automatic,fl,28.0,129051.0,11400.0,11800.0
2014,Dodge,Grand Caravan,R/T,Minivan,automatic,pa,4.0,13550.0,19150.0,19000.0
2012,Toyota,Tundra,Tundra,crewmax cab,,pa,45.0,64002.0,26600.0,28000.0
2012,Kia,Sportage,LX,SUV,automatic,wi,37.0,23569.0,15750.0,15000.0
2005,Jeep,Wrangler,X,SUV,manual,ca,42.0,59368.0,12850.0,7900.0
2014,Chevrolet,Spark,LS,Hatchback,automatic,az,42.0,3244.0,9600.0,9300.0
2014,Chrysler,200,LX,Sedan,automatic,pa,38.0,39070.0,10950.0,10700.0
2003,Dodge,Durango,SLT Plus,SUV,,nj,19.0,132820.0,2125.0,2000.0
2012,Nissan,Sentra,2.0 SR,sedan,automatic,ma,35.0,38016.0,9625.0,10100.0
2007,Dodge,Charger,Base,Sedan,automatic,oh,19.0,123431.0,5350.0,4800.0
2013,Nissan,Murano,SV,SUV,,pa,28.0,58420.0,14800.0,14500.0
2008,Saturn,Outlook,XR,SUV,automatic,ca,38.0,50774.0,11150.0,12250.0
2008,BMW,7 Series,750Li,Sedan,automatic,ca,38.0,91094.0,13600.0,14000.0
2000,Honda,Accord,SE,sedan,automatic,ca,22.0,214442.0,1200.0,1450.0
2014,Nissan,Versa,1.6 SV,Sedan,automatic,tx,35.0,20043.0,9825.0,10800.0
2015,Volvo,XC60,T5 Drive-E Premier,SUV,automatic,az,47.0,11365.0,29700.0,29500.0
2012,Chevrolet,Express Cargo,1500,Van,automatic,ca,41.0,27509.0,9800.0,16250.0
2013,Ford,Taurus,Limited,Sedan,automatic,wi,26.0,31925.0,18600.0,16300.0
2006,,,,,,nj,28.0,111311.0,3775.0,5000.0
2012,Toyota,Corolla,S,Sedan,automatic,md,31.0,51013.0,10700.0,11100.0
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,nv,35.0,19233.0,19650.0,18000.0
2012,Acura,TSX,Base,Sedan,,pa,25.0,10477.0,18100.0,17700.0
2014,Cadillac,Escalade,Luxury,SUV,automatic,mo,42.0,23225.0,48700.0,45500.0
2012,Volkswagen,Jetta,SE PZEV,Sedan,,pa,37.0,33345.0,9950.0,10400.0
1995,Nissan,Maxima,SE,Sedan,automatic,ca,2.0,204593.0,600.0,800.0
2014,Nissan,Versa Note,1.6 SV,Hatchback,automatic,ca,5.0,6986.0,11250.0,12000.0
2012,Ford,Focus,SE,hatchback,automatic,pa,39.0,25581.0,9975.0,9200.0
2014,Chrysler,Town and Country,Touring-L,Minivan,,on,5.0,29894.0,26000.0,26000.0
2014,Ford,Mustang,V6,Convertible,automatic,fl,42.0,40983.0,15650.0,16600.0
2007,Toyota,FJ Cruiser,Base,SUV,automatic,pa,35.0,89372.0,15500.0,15000.0
2011,Ford,F-150,FX4,SuperCrew,automatic,mi,48.0,76068.0,24100.0,23600.0
2008,Ford,Fusion,SE,Sedan,automatic,wa,28.0,101032.0,4625.0,4400.0
2014,Ford,Expedition,Limited,SUV,automatic,il,39.0,23159.0,36800.0,36600.0
2000,Chevrolet,Impala,Base,Sedan,automatic,wi,,1.0,2350.0,650.0
2014,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,ca,45.0,23271.0,24300.0,24900.0
2013,Porsche,911,Carrera S,Convertible,manual,ca,43.0,18734.0,81000.0,80250.0
2013,Nissan,Altima,2.5,Sedan,,pa,38.0,14989.0,13500.0,13000.0
2009,Jeep,Liberty,Sport,SUV,,pa,32.0,103857.0,8975.0,8900.0
2004,Buick,Park Avenue,Base,sedan,automatic,ma,29.0,66456.0,4400.0,3400.0
2011,Audi,A4,2.0T Premium,Sedan,automatic,fl,42.0,55058.0,13900.0,15800.0
2003,Honda,CR-V,EX,SUV,automatic,ne,,181754.0,3625.0,3500.0
2007,Chevrolet,Tahoe,LT,SUV,automatic,oh,19.0,116245.0,14700.0,14000.0
2012,,,,,automatic,nj,37.0,38631.0,35900.0,35750.0
2006,Nissan,Murano,SL,SUV,automatic,fl,19.0,64871.0,8175.0,3000.0
2011,Chevrolet,Avalanche,LTZ,Crew Cab,automatic,mo,33.0,63567.0,27500.0,29900.0
2012,Chevrolet,Malibu,LT,Sedan,automatic,tx,2.0,77295.0,9600.0,6400.0
2011,Ford,Taurus,SEL,sedan,automatic,ca,26.0,94445.0,10150.0,8500.0
2008,Chevrolet,Cobalt,LS,Sedan,automatic,tn,34.0,85376.0,3675.0,5400.0
2012,Infiniti,G Sedan,G25,G Sedan,automatic,ca,43.0,37983.0,17450.0,19000.0
2010,Ford,Taurus,SEL,Sedan,automatic,ga,24.0,103350.0,9500.0,8200.0
2007,Dodge,Caliber,SXT,Wagon,automatic,ga,19.0,103455.0,3775.0,2700.0
2014,Chrysler,Town and Country,Touring,Minivan,automatic,mo,44.0,39737.0,17100.0,17800.0
2011,Infiniti,G Sedan,G37x,G Sedan,automatic,fl,47.0,29967.0,18950.0,20200.0
2012,Ford,Escape,XLT,SUV,,mn,44.0,19158.0,15350.0,15800.0
2007,Ford,F-150,XL,Regular Cab,automatic,mo,27.0,134301.0,4800.0,3500.0
2005,GMC,Savana Cargo,3500,Van,automatic,wi,19.0,185418.0,3125.0,3600.0
2011,Dodge,Grand Caravan,Express,Minivan,automatic,ga,36.0,99398.0,7150.0,6700.0
2012,MINI,Cooper Clubman,S,Hatchback,manual,ca,25.0,40217.0,15500.0,12750.0
2007,Honda,Element,LX,SUV,automatic,ca,36.0,132949.0,6125.0,6700.0
2012,Nissan,Sentra,2.0 SR,sedan,automatic,fl,37.0,40157.0,9725.0,10600.0
1991,Cadillac,DeVille,Base,Sedan,automatic,fl,2.0,89483.0,675.0,600.0
2012,Toyota,Camry,SE,Sedan,automatic,ca,36.0,57423.0,13100.0,13600.0
2014,Kia,Optima,LX Hybrid,Sedan,automatic,tx,5.0,11774.0,16900.0,17100.0
2013,Toyota,Prius,Two,Hatchback,automatic,fl,5.0,28933.0,15900.0,17600.0
2014,GMC,Sierra 1500,SLT,Crew Cab,automatic,mi,42.0,47940.0,33900.0,31400.0
2007,Chevrolet,Impala,LT,Sedan,automatic,tx,25.0,148324.0,3625.0,3100.0
2012,Hyundai,Accent,GLS,Sedan,,pa,19.0,38681.0,8575.0,7500.0
2013,Toyota,RAV4,Limited,SUV,automatic,fl,5.0,18761.0,22300.0,22800.0
2013,Dodge,Grand Caravan,SE,Minivan,automatic,fl,31.0,40518.0,12850.0,11900.0
2013,Ford,Taurus,SEL,Sedan,automatic,tx,44.0,76391.0,11900.0,13200.0
2013,Mercedes-Benz,GLK-Class,GLK350,SUV,automatic,nv,44.0,24125.0,29400.0,30000.0
2007,Ford,Fusion,SE,Sedan,automatic,fl,27.0,131053.0,3750.0,4900.0
2006,Ford,F-150,Lariat,SuperCab,automatic,ga,34.0,117992.0,8075.0,9800.0
2003,Infiniti,I35,Base,Sedan,automatic,ga,25.0,172413.0,2250.0,1600.0
2013,Nissan,Altima,2.5,Sedan,,tn,44.0,22582.0,14150.0,14200.0
2010,Acura,TSX,Base,Sedan,automatic,ca,37.0,78395.0,13450.0,14400.0
2012,Chevrolet,Cruze,2LT,Sedan,automatic,nj,19.0,56066.0,9525.0,8700.0
2013,Nissan,Altima,2.5,sedan,automatic,tn,28.0,46310.0,12600.0,15000.0
2008,Mazda,Mazda3,i Touring,Sedan,automatic,va,2.0,127679.0,2975.0,3300.0
2006,Pontiac,G6,Base,Sedan,automatic,wi,26.0,98519.0,4225.0,4800.0
2014,Hyundai,Sonata,GLS,Sedan,automatic,tn,4.0,37406.0,12800.0,13400.0
2012,Ford,Focus,SE,Sedan,automatic,fl,37.0,36378.0,9600.0,8600.0
2013,Toyota,Tundra,Tundra,Double Cab,automatic,fl,29.0,32144.0,21300.0,19400.0
2006,Chevrolet,Impala,LS,Sedan,automatic,fl,19.0,148289.0,2600.0,1200.0
2012,Chevrolet,Impala,LS Fleet,Sedan,automatic,oh,36.0,76924.0,7800.0,8100.0
2014,Ford,Fusion,Titanium,Sedan,automatic,fl,39.0,32051.0,17250.0,16900.0
2008,GMC,Sierra 1500,SLE1,Crew Cab,automatic,tx,29.0,193422.0,8425.0,10100.0
2014,Ford,Escape,SE,SUV,automatic,il,43.0,40577.0,17450.0,17200.0
2012,Kia,Optima,LX,Sedan,automatic,oh,39.0,35105.0,11750.0,12200.0
2013,Nissan,Altima,2.5,sedan,automatic,fl,44.0,14580.0,13550.0,13200.0
2013,Volkswagen,Jetta,SE PZEV,Sedan,automatic,ca,38.0,40724.0,11450.0,11600.0
2015,Volkswagen,Jetta,SE PZEV w/Connectivity,Navitgation,Sedan,3vwd17aj5fm219943,,44.0,,13600.0
2013,Honda,Accord,EX,Sedan,automatic,il,38.0,5825.0,18900.0,19000.0
2014,Ford,Fusion,SE,sedan,,pa,27.0,26212.0,13550.0,11900.0
2013,Ford,F-150,XLT,SuperCrew,,pa,47.0,23001.0,25900.0,26100.0
2012,Toyota,Corolla,LE,Sedan,automatic,nj,27.0,34524.0,10900.0,10600.0
2009,Chevrolet,Impala,LT,Sedan,automatic,pa,2.0,95701.0,6275.0,4700.0
2011,Toyota,Corolla,LE,Sedan,automatic,tx,29.0,81360.0,8600.0,6800.0
2000,Lexus,RX 300,Base,SUV,,nj,27.0,111711.0,4175.0,4300.0
2014,Dodge,Grand Caravan,SXT,minivan,automatic,mn,4.0,20050.0,16950.0,17300.0
1997,Saturn,S-Series,SL1,Sedan,automatic,nc,28.0,219501.0,425.0,600.0
2013,Infiniti,G Coupe,G37 Sport,g coupe,automatic,ca,44.0,15918.0,23800.0,23750.0
2013,Nissan,Pathfinder,SL,SUV,automatic,ca,43.0,26368.0,20800.0,23750.0
2010,Ford,F-150,Lariat,supercrew,automatic,tn,34.0,76075.0,22300.0,23300.0
2007,Mercedes-Benz,GL-Class,GL450,SUV,automatic,pa,36.0,99303.0,14500.0,15300.0
2007,Pontiac,G6,GT,Convertible,automatic,tx,31.0,106454.0,5750.0,4900.0
2014,Ram,1500,Tradesman,regular cab,automatic,tx,48.0,20211.0,15100.0,18600.0
2014,Dodge,Avenger,SE,Sedan,automatic,il,37.0,8908.0,12900.0,12200.0
2013,Buick,Verano,Leather Group,Sedan,automatic,il,4.0,10982.0,15300.0,15100.0
2006,Dodge,Grand Caravan,SXT,Minivan,automatic,nv,32.0,108877.0,3675.0,4000.0
2006,Ford,F-150,XLT,supercab,automatic,tx,38.0,81772.0,9700.0,10600.0
2009,GMC,Acadia,SLT-1,suv,automatic,fl,37.0,59501.0,14250.0,15000.0
2008,Lexus,LS 460,Base,sedan,,pa,4.0,56405.0,23900.0,25700.0
2014,Chrysler,200,Touring,Sedan,automatic,tx,48.0,8016.0,12750.0,13500.0
2013,Ford,Escape,SE,SUV,automatic,tn,34.0,67525.0,12450.0,14300.0
2006,Ford,Escape,XLT,SUV,automatic,ma,35.0,67233.0,6200.0,6300.0
2013,Chevrolet,Camaro,LT,Convertible,automatic,ca,19.0,38231.0,18100.0,13900.0
2006,Chevrolet,Equinox,LT,SUV,automatic,ca,28.0,87681.0,5275.0,6300.0
2013,Toyota,Yaris,L,hatchback,automatic,tx,37.0,56605.0,8575.0,9400.0
2013,Honda,Odyssey,Touring,Minivan,automatic,tn,3.0,61577.0,25800.0,22400.0
